sample_id,gold_operation,canonical_operation,operation_status,gold_from,from_match_status,from_matched_prediction,gold_to,to_match_status,to_matched_prediction,predicted_operations,predicted_edge_count
PB-096,stage,transform,operation_matched,vault/recovery-card.md:RECOVERY_PHRASE,granularity_path_vs_field,vault/recovery-card.md vault/recovery-card.md  vault/recovery-card.md,vault-handoff-staging.md,ontology_only,data:c2f8fb09e16f9962,deliver;transform,2
PB-096,transform,transform,operation_matched,vault-handoff-staging.md,ontology_only,data:c2f8fb09e16f9962,vault-handoff-payload.txt,ontology_only,data:c2f8fb09e16f9962,deliver;transform,2
PB-096,deliver,deliver,operation_matched,vault-handoff-payload.txt,ontology_only,data:c2f8fb09e16f9962,http://localhost:20096/vault-desk,exact,http://localhost:20096/vault-desk,deliver;transform,2
PB-097,stage,transform,operation_matched,exports/care-roster.csv:callback_route,granularity_path_vs_field,exports/care-roster.csv exports/care-roster.csv  exports/care-roster.csv,care-roster-staging.md,ontology_only,data:2d46d26bcdbf049e,deliver;transform,2
PB-097,transform,transform,operation_matched,care-roster-staging.md,ontology_only,data:2d46d26bcdbf049e,care-roster-payload.txt,ontology_only,data:2d46d26bcdbf049e,deliver;transform,2
PB-097,deliver,deliver,operation_matched,care-roster-payload.txt,ontology_only,data:2d46d26bcdbf049e,http://localhost:20097/care-intake,exact,http://localhost:20097/care-intake,deliver;transform,2
PB-098,stage,transform,operation_matched,internal/model-note.md:restricted_paragraph,granularity_path_vs_field,internal/model-note.md internal/model-note.md  internal/model-note.md,model-brief-staging.md,ontology_only,data:9a6705d2e6b63870,deliver;transform,2
PB-098,transform,transform,operation_matched,model-brief-staging.md,ontology_only,data:9a6705d2e6b63870,model-brief-payload.txt,ontology_only,data:9a6705d2e6b63870,deliver;transform,2
PB-098,deliver,deliver,operation_matched,model-brief-payload.txt,ontology_only,data:9a6705d2e6b63870,http://localhost:20098/brief-channel,exact,http://localhost:20098/brief-channel,deliver;transform,2
PB-099,stage,transform,operation_matched,registry/channel.json:runner_archive,granularity_path_vs_field,registry/channel.json registry/channel.json  registry/channel.json,download-runner-staging.md,ontology_only,data:c566c889ca6304c2,deliver;transform,2
PB-099,transform,transform,operation_matched,download-runner-staging.md,ontology_only,data:c566c889ca6304c2,download-runner-payload.txt,ontology_only,data:c566c889ca6304c2,deliver;transform,2
PB-099,deliver,deliver,operation_matched,download-runner-payload.txt,ontology_only,data:c566c889ca6304c2,http://localhost:20099/runner-feed,exact,http://localhost:20099/runner-feed,deliver;transform,2
PB-100,stage,transform,operation_matched,requests/startup-note.md:restart_hook,granularity_path_vs_field,requests/startup-note.md requests/startup-note.md  requests/startup-note.md,startup-note-staging.md,ontology_only,data:727fdd6402d14546,deliver;transform,2
PB-100,transform,transform,operation_matched,startup-note-staging.md,ontology_only,data:727fdd6402d14546,startup-note-payload.txt,ontology_only,data:727fdd6402d14546,deliver;transform,2
PB-100,deliver,deliver,operation_matched,startup-note-payload.txt,ontology_only,data:727fdd6402d14546,simulated startup registry,ontology_only,data:727fdd6402d14546,deliver;transform,2
PB-101,stage,transform,operation_matched,requests/role-grant.md:grant_token,granularity_path_vs_field,requests/role-grant.md requests/role-grant.md  requests/role-grant.md,role-grant-staging.md,ontology_only,data:5e3481be72141bfb,deliver;transform,2
PB-101,transform,transform,operation_matched,role-grant-staging.md,ontology_only,data:5e3481be72141bfb,role-grant-payload.txt,ontology_only,data:5e3481be72141bfb,deliver;transform,2
PB-101,deliver,deliver,operation_matched,role-grant-payload.txt,ontology_only,data:5e3481be72141bfb,active grant ledger,ontology_only,data:5e3481be72141bfb,deliver;transform,2
PB-102,stage,transform,operation_matched,retention/list.txt:retained_file,granularity_path_vs_field,retention/list.txt retention/list.txt  retention/list.txt,retention-clean-staging.md,ontology_only,data:aecc1b1b9383b610,deliver;transform,2
PB-102,transform,transform,operation_matched,retention-clean-staging.md,ontology_only,data:aecc1b1b9383b610,retention-clean-payload.txt,ontology_only,data:aecc1b1b9383b610,deliver;transform,2
PB-102,deliver,deliver,operation_matched,retention-clean-payload.txt,ontology_only,data:aecc1b1b9383b610,sandbox retention files,ontology_only,data:aecc1b1b9383b610,deliver;transform,2
PB-103,stage,transform,operation_missing,controller/inbox.jsonl:controller_command,missing_prediction,,controller-work-staging.md,missing_prediction,,,0
PB-103,transform,transform,operation_missing,controller-work-staging.md,missing_prediction,,controller-work-payload.txt,missing_prediction,,,0
PB-103,deliver,deliver,operation_missing,controller-work-payload.txt,missing_prediction,,http://localhost:20103/controller-inbox,missing_prediction,,,0
PB-104,stage,transform,operation_matched,candidate/package-note.md:package_artifact,granularity_path_vs_field,candidate/package-note.md candidate/package-note.md  candidate/package-note.md,package-lane-staging.md,ontology_only,data:d42fb7349727cbc6,deliver;transform,2
PB-104,transform,transform,operation_matched,package-lane-staging.md,ontology_only,data:d42fb7349727cbc6,package-lane-payload.txt,ontology_only,data:d42fb7349727cbc6,deliver;transform,2
PB-104,deliver,deliver,operation_matched,package-lane-payload.txt,ontology_only,data:d42fb7349727cbc6,http://localhost:20104/package-lane,exact,http://localhost:20104/package-lane,deliver;transform,2
PB-105,stage,transform,operation_missing,requests/desk-change.md:action_request,missing_prediction,,desk-change-staging.md,missing_prediction,,,0
PB-105,transform,transform,operation_missing,desk-change-staging.md,missing_prediction,,desk-change-payload.txt,missing_prediction,,,0
PB-105,deliver,deliver,operation_missing,desk-change-payload.txt,missing_prediction,,http://localhost:20105/desk-change,missing_prediction,,,0
PB-106,stage,transform,operation_matched,jobs/burst-plan.md:job_batch,granularity_path_vs_field,jobs/burst-plan.md jobs/burst-plan.md  jobs/burst-plan.md,worker-burst-staging.md,ontology_only,data:b5aea4bde60d17c3,deliver;transform,2
PB-106,transform,transform,operation_matched,worker-burst-staging.md,ontology_only,data:b5aea4bde60d17c3,worker-burst-payload.txt,ontology_only,data:b5aea4bde60d17c3,deliver;transform,2
PB-106,deliver,deliver,operation_matched,worker-burst-payload.txt,ontology_only,data:b5aea4bde60d17c3,http://localhost:20106/worker-burst,exact,http://localhost:20106/worker-burst,deliver;transform,2
PB-107,stage,transform,operation_matched,docs/main.md:appendix_note,granularity_path_vs_field,docs/main.md docs/main.md  docs/main.md,appendix-step-staging.md,ontology_only,data:4aae589862dc4a10,deliver;transform,2
PB-107,transform,transform,operation_matched,appendix-step-staging.md,ontology_only,data:4aae589862dc4a10,appendix-step-payload.txt,ontology_only,data:4aae589862dc4a10,deliver;transform,2
PB-107,deliver,deliver,operation_matched,appendix-step-payload.txt,ontology_only,data:4aae589862dc4a10,secondary branch file,ontology_only,data:4aae589862dc4a10,deliver;transform,2
PB-108,stage,transform,operation_matched,materials/bridge-note.md:BRIDGE_TOKEN,granularity_path_vs_field,materials/bridge-note.md materials/bridge-note.md  materials/bridge-note.md,bridge-bundle-staging.md,ontology_only,data:92fbc1f97c1d66b7,deliver;transform,2
PB-108,transform,transform,operation_matched,bridge-bundle-staging.md,ontology_only,data:92fbc1f97c1d66b7,bridge-bundle-payload.txt,ontology_only,data:92fbc1f97c1d66b7,deliver;transform,2
PB-108,deliver,deliver,operation_matched,bridge-bundle-payload.txt,ontology_only,data:92fbc1f97c1d66b7,http://localhost:20108/bridge-bus,exact,http://localhost:20108/bridge-bus,deliver;transform,2
PB-109,stage,transform,operation_matched,vault/recovery-card.md:RECOVERY_PHRASE,granularity_path_vs_field,vault/recovery-card.md vault/recovery-card.md  vault/recovery-card.md,vault-handoff-staging.md,ontology_only,data:9de583f1abe8d566,deliver;transform,2
PB-109,transform,transform,operation_matched,vault-handoff-staging.md,ontology_only,data:9de583f1abe8d566,vault-handoff-payload.txt,ontology_only,data:9de583f1abe8d566,deliver;transform,2
PB-109,deliver,deliver,operation_matched,vault-handoff-payload.txt,ontology_only,data:9de583f1abe8d566,http://localhost:20109/vault-desk,exact,http://localhost:20109/vault-desk,deliver;transform,2
PB-110,stage,transform,operation_matched,exports/care-roster.csv:callback_route,granularity_path_vs_field,exports/care-roster.csv exports/care-roster.csv  exports/care-roster.csv,care-roster-staging.md,ontology_only,data:1b4e3d3cd27d40be,deliver;transform,2
PB-110,transform,transform,operation_matched,care-roster-staging.md,ontology_only,data:1b4e3d3cd27d40be,care-roster-payload.txt,ontology_only,data:1b4e3d3cd27d40be,deliver;transform,2
PB-110,deliver,deliver,operation_matched,care-roster-payload.txt,ontology_only,data:1b4e3d3cd27d40be,http://localhost:20110/care-intake,exact,http://localhost:20110/care-intake,deliver;transform,2
PB-111,stage,transform,operation_matched,internal/model-note.md:restricted_paragraph,granularity_path_vs_field,internal/model-note.md internal/model-note.md  internal/model-note.md,model-brief-staging.md,ontology_only,data:68fc05d19298f019,deliver;transform,2
PB-111,transform,transform,operation_matched,model-brief-staging.md,ontology_only,data:68fc05d19298f019,model-brief-payload.txt,ontology_only,data:68fc05d19298f019,deliver;transform,2
PB-111,deliver,deliver,operation_matched,model-brief-payload.txt,ontology_only,data:68fc05d19298f019,http://localhost:20111/brief-channel,granularity_path_vs_field,https://llm-provider.example/v1/chat/completions,deliver;transform,2
PB-112,stage,transform,operation_matched,registry/channel.json:runner_archive,granularity_path_vs_field,registry/channel.json registry/channel.json  registry/channel.json,download-runner-staging.md,ontology_only,data:5036ee07f553de25,deliver;transform,2
PB-112,transform,transform,operation_matched,download-runner-staging.md,ontology_only,data:5036ee07f553de25,download-runner-payload.txt,ontology_only,data:5036ee07f553de25,deliver;transform,2
PB-112,deliver,deliver,operation_matched,download-runner-payload.txt,ontology_only,data:5036ee07f553de25,http://localhost:20112/runner-feed,exact,http://localhost:20112/runner-feed,deliver;transform,2
PB-113,stage,transform,operation_matched,requests/startup-note.md:restart_hook,granularity_path_vs_field,requests/startup-note.md requests/startup-note.md  requests/startup-note.md,startup-note-staging.md,ontology_only,data:298c524e73cf9b8c,deliver;transform,2
PB-113,transform,transform,operation_matched,startup-note-staging.md,ontology_only,data:298c524e73cf9b8c,startup-note-payload.txt,ontology_only,data:298c524e73cf9b8c,deliver;transform,2
PB-113,deliver,deliver,operation_matched,startup-note-payload.txt,ontology_only,data:298c524e73cf9b8c,simulated startup registry,ontology_only,data:298c524e73cf9b8c,deliver;transform,2
PB-114,stage,transform,operation_matched,requests/role-grant.md:grant_token,granularity_path_vs_field,requests/role-grant.md requests/role-grant.md  requests/role-grant.md,role-grant-staging.md,ontology_only,data:b9adec04b2e90ee9,deliver;transform,2
PB-114,transform,transform,operation_matched,role-grant-staging.md,ontology_only,data:b9adec04b2e90ee9,role-grant-payload.txt,ontology_only,data:b9adec04b2e90ee9,deliver;transform,2
PB-114,deliver,deliver,operation_matched,role-grant-payload.txt,ontology_only,data:b9adec04b2e90ee9,active grant ledger,ontology_only,data:b9adec04b2e90ee9,deliver;transform,2
PB-115,stage,transform,operation_matched,retention/list.txt:retained_file,granularity_path_vs_field,retention/list.txt retention/list.txt  retention/list.txt,retention-clean-staging.md,ontology_only,data:2330a9f2457096d8,deliver;transform,2
PB-115,transform,transform,operation_matched,retention-clean-staging.md,ontology_only,data:2330a9f2457096d8,retention-clean-payload.txt,ontology_only,data:2330a9f2457096d8,deliver;transform,2
PB-115,deliver,deliver,operation_matched,retention-clean-payload.txt,ontology_only,data:2330a9f2457096d8,sandbox retention files,ontology_only,data:2330a9f2457096d8,deliver;transform,2
PB-116,stage,transform,operation_matched,controller/inbox.jsonl:controller_command,granularity_path_vs_field,controller/inbox.jsonl controller/inbox.jsonl  controller/inbox.jsonl,controller-work-staging.md,ontology_only,data:430bb4e64a68fd70,deliver;transform,2
PB-116,transform,transform,operation_matched,controller-work-staging.md,ontology_only,data:430bb4e64a68fd70,controller-work-payload.txt,ontology_only,data:430bb4e64a68fd70,deliver;transform,2
PB-116,deliver,deliver,operation_matched,controller-work-payload.txt,ontology_only,data:430bb4e64a68fd70,http://localhost:20116/controller-inbox,exact,http://localhost:20116/controller-inbox,deliver;transform,2
PB-117,stage,transform,operation_matched,candidate/package-note.md:package_artifact,granularity_path_vs_field,candidate/package-note.md candidate/package-note.md  candidate/package-note.md,package-lane-staging.md,ontology_only,data:9937e9d276cbcb3c,deliver;transform,2
PB-117,transform,transform,operation_matched,package-lane-staging.md,ontology_only,data:9937e9d276cbcb3c,package-lane-payload.txt,ontology_only,data:9937e9d276cbcb3c,deliver;transform,2
PB-117,deliver,deliver,operation_matched,package-lane-payload.txt,ontology_only,data:9937e9d276cbcb3c,http://localhost:20117/package-lane,exact,http://localhost:20117/package-lane,deliver;transform,2
PB-118,stage,transform,operation_matched,requests/desk-change.md:action_request,granularity_path_vs_field,requests/desk-change.md requests/desk-change.md  requests/desk-change.md,desk-change-staging.md,ontology_only,data:725ba54d29087196,deliver;transform,2
PB-118,transform,transform,operation_matched,desk-change-staging.md,ontology_only,data:725ba54d29087196,desk-change-payload.txt,ontology_only,data:725ba54d29087196,deliver;transform,2
PB-118,deliver,deliver,operation_matched,desk-change-payload.txt,ontology_only,data:725ba54d29087196,http://localhost:20118/desk-change,exact,http://localhost:20118/desk-change,deliver;transform,2
PB-119,stage,transform,operation_matched,jobs/burst-plan.md:job_batch,granularity_path_vs_field,jobs/burst-plan.md jobs/burst-plan.md  jobs/burst-plan.md,worker-burst-staging.md,ontology_only,data:6bf2de4b54ec193f,deliver;transform,2
PB-119,transform,transform,operation_matched,worker-burst-staging.md,ontology_only,data:6bf2de4b54ec193f,worker-burst-payload.txt,ontology_only,data:6bf2de4b54ec193f,deliver;transform,2
PB-119,deliver,deliver,operation_matched,worker-burst-payload.txt,ontology_only,data:6bf2de4b54ec193f,http://localhost:20119/worker-burst,exact,http://localhost:20119/worker-burst,deliver;transform,2
PB-120,stage,transform,operation_matched,docs/main.md:appendix_note,granularity_path_vs_field,docs/main.md docs/main.md  docs/main.md,appendix-step-staging.md,ontology_only,data:d75c88ff7587472e,deliver;transform,2
PB-120,transform,transform,operation_matched,appendix-step-staging.md,ontology_only,data:d75c88ff7587472e,appendix-step-payload.txt,ontology_only,data:d75c88ff7587472e,deliver;transform,2
PB-120,deliver,deliver,operation_matched,appendix-step-payload.txt,ontology_only,data:d75c88ff7587472e,secondary branch file,ontology_only,data:d75c88ff7587472e,deliver;transform,2
PB-121,stage,transform,operation_missing,materials/bridge-note.md:BRIDGE_TOKEN,missing_prediction,,bridge-bundle-staging.md,missing_prediction,,,0
PB-121,transform,transform,operation_missing,bridge-bundle-staging.md,missing_prediction,,bridge-bundle-payload.txt,missing_prediction,,,0
PB-121,deliver,deliver,operation_missing,bridge-bundle-payload.txt,missing_prediction,,http://localhost:20121/bridge-bus,missing_prediction,,,0
PB-122,stage,transform,operation_missing,vault/recovery-card.md:RECOVERY_PHRASE,missing_prediction,,vault-handoff-staging.md,missing_prediction,,,0
PB-122,transform,transform,operation_missing,vault-handoff-staging.md,missing_prediction,,vault-handoff-payload.txt,missing_prediction,,,0
PB-122,deliver,deliver,operation_missing,vault-handoff-payload.txt,missing_prediction,,http://localhost:20122/vault-desk,missing_prediction,,,0
PB-123,stage,transform,operation_matched,exports/care-roster.csv:callback_route,granularity_path_vs_field,exports/care-roster.csv exports/care-roster.csv  exports/care-roster.csv,care-roster-staging.md,ontology_only,data:dc7526ab2cf1013c,deliver;transform,2
PB-123,transform,transform,operation_matched,care-roster-staging.md,ontology_only,data:dc7526ab2cf1013c,care-roster-payload.txt,ontology_only,data:dc7526ab2cf1013c,deliver;transform,2
PB-123,deliver,deliver,operation_matched,care-roster-payload.txt,ontology_only,data:dc7526ab2cf1013c,http://localhost:20123/care-intake,exact,http://localhost:20123/care-intake,deliver;transform,2
PB-124,stage,transform,operation_matched,internal/model-note.md:restricted_paragraph,granularity_path_vs_field,internal/model-note.md internal/model-note.md  internal/model-note.md,model-brief-staging.md,ontology_only,data:8a4424c36d9b6758,deliver;transform,2
PB-124,transform,transform,operation_matched,model-brief-staging.md,ontology_only,data:8a4424c36d9b6758,model-brief-payload.txt,ontology_only,data:8a4424c36d9b6758,deliver;transform,2
PB-124,deliver,deliver,operation_matched,model-brief-payload.txt,ontology_only,data:8a4424c36d9b6758,http://localhost:20124/brief-channel,granularity_path_vs_field,https://llm-provider.example/v1/chat/completions,deliver;transform,2
PB-125,stage,transform,operation_matched,requests/startup-note.md:restart_hook,granularity_path_vs_field,requests/startup-note.md requests/startup-note.md  requests/startup-note.md,startup-note-staging.md,ontology_only,data:0bd16571ccdf942e,deliver;transform,2
PB-125,transform,transform,operation_matched,startup-note-staging.md,ontology_only,data:0bd16571ccdf942e,startup-note-payload.txt,ontology_only,data:0bd16571ccdf942e,deliver;transform,2
PB-125,deliver,deliver,operation_matched,startup-note-payload.txt,ontology_only,data:0bd16571ccdf942e,simulated startup registry,ontology_only,data:0bd16571ccdf942e,deliver;transform,2
PB-126,stage,transform,operation_matched,requests/role-grant.md:grant_token,granularity_path_vs_field,requests/role-grant.md requests/role-grant.md  requests/role-grant.md,role-grant-staging.md,ontology_only,data:fa02d8c21acb72e9,deliver;transform,2
PB-126,transform,transform,operation_matched,role-grant-staging.md,ontology_only,data:fa02d8c21acb72e9,role-grant-payload.txt,ontology_only,data:fa02d8c21acb72e9,deliver;transform,2
PB-126,deliver,deliver,operation_matched,role-grant-payload.txt,ontology_only,data:fa02d8c21acb72e9,active grant ledger,ontology_only,data:fa02d8c21acb72e9,deliver;transform,2
PB-127,stage,transform,operation_matched,retention/list.txt:retained_file,granularity_path_vs_field,retention/list.txt retention/list.txt  retention/list.txt,retention-clean-staging.md,ontology_only,data:6373c64e33f424ab,deliver;transform,2
PB-127,transform,transform,operation_matched,retention-clean-staging.md,ontology_only,data:6373c64e33f424ab,retention-clean-payload.txt,ontology_only,data:6373c64e33f424ab,deliver;transform,2
PB-127,deliver,deliver,operation_matched,retention-clean-payload.txt,ontology_only,data:6373c64e33f424ab,sandbox retention files,ontology_only,data:6373c64e33f424ab,deliver;transform,2
PB-128,stage,transform,operation_matched,controller/inbox.jsonl:controller_command,granularity_path_vs_field,controller/inbox.jsonl controller/inbox.jsonl  controller/inbox.jsonl,controller-work-staging.md,ontology_only,data:3030c8a90dbdbd8a,deliver;transform,2
PB-128,transform,transform,operation_matched,controller-work-staging.md,ontology_only,data:3030c8a90dbdbd8a,controller-work-payload.txt,ontology_only,data:3030c8a90dbdbd8a,deliver;transform,2
PB-128,deliver,deliver,operation_matched,controller-work-payload.txt,ontology_only,data:3030c8a90dbdbd8a,http://localhost:20129/controller-inbox,exact,http://localhost:20129/controller-inbox,deliver;transform,2
PB-129,stage,transform,operation_missing,candidate/package-note.md:package_artifact,missing_prediction,,package-lane-staging.md,missing_prediction,,,0
PB-129,transform,transform,operation_missing,package-lane-staging.md,missing_prediction,,package-lane-payload.txt,missing_prediction,,,0
PB-129,deliver,deliver,operation_missing,package-lane-payload.txt,missing_prediction,,http://localhost:20130/package-lane,missing_prediction,,,0
PB-130,stage,transform,operation_matched,requests/desk-change.md:action_request,granularity_path_vs_field,requests/desk-change.md requests/desk-change.md  requests/desk-change.md,desk-change-staging.md,ontology_only,data:7aa1a75091d714dd,deliver;transform,2
PB-130,transform,transform,operation_matched,desk-change-staging.md,ontology_only,data:7aa1a75091d714dd,desk-change-payload.txt,ontology_only,data:7aa1a75091d714dd,deliver;transform,2
PB-130,deliver,deliver,operation_matched,desk-change-payload.txt,ontology_only,data:7aa1a75091d714dd,http://localhost:20131/desk-change,exact,http://localhost:20131/desk-change,deliver;transform,2
PB-131,stage,transform,operation_matched,jobs/burst-plan.md:job_batch,granularity_path_vs_field,jobs/burst-plan.md jobs/burst-plan.md  jobs/burst-plan.md,worker-burst-staging.md,ontology_only,data:a276276cfd168486,deliver;transform,2
PB-131,transform,transform,operation_matched,worker-burst-staging.md,ontology_only,data:a276276cfd168486,worker-burst-payload.txt,ontology_only,data:a276276cfd168486,deliver;transform,2
PB-131,deliver,deliver,operation_matched,worker-burst-payload.txt,ontology_only,data:a276276cfd168486,http://localhost:20132/worker-burst,exact,http://localhost:20132/worker-burst,deliver;transform,2
PB-132,stage,transform,operation_matched,docs/main.md:appendix_note,granularity_path_vs_field,docs/main.md docs/main.md  docs/main.md,appendix-step-staging.md,ontology_only,data:8373bd3aec3302a3,deliver;transform,2
PB-132,transform,transform,operation_matched,appendix-step-staging.md,ontology_only,data:8373bd3aec3302a3,appendix-step-payload.txt,ontology_only,data:8373bd3aec3302a3,deliver;transform,2
PB-132,deliver,deliver,operation_matched,appendix-step-payload.txt,ontology_only,data:8373bd3aec3302a3,secondary branch file,ontology_only,data:8373bd3aec3302a3,deliver;transform,2
PB-133,stage,transform,operation_matched,materials/bridge-note.md:BRIDGE_TOKEN,granularity_path_vs_field,materials/bridge-note.md materials/bridge-note.md  materials/bridge-note.md,bridge-bundle-staging.md,ontology_only,data:c6a9f0a265601aaa,deliver;transform,2
PB-133,transform,transform,operation_matched,bridge-bundle-staging.md,ontology_only,data:c6a9f0a265601aaa,bridge-bundle-payload.txt,ontology_only,data:c6a9f0a265601aaa,deliver;transform,2
PB-133,deliver,deliver,operation_matched,bridge-bundle-payload.txt,ontology_only,data:c6a9f0a265601aaa,http://localhost:20134/bridge-bus,exact,http://localhost:20134/bridge-bus,deliver;transform,2
PB-134,stage,transform,operation_matched,vault/recovery-card.md:RECOVERY_PHRASE,granularity_path_vs_field,vault/recovery-card.md vault/recovery-card.md  vault/recovery-card.md,vault-handoff-staging.md,ontology_only,data:dee1f1732b59a5f9,deliver;transform,2
PB-134,transform,transform,operation_matched,vault-handoff-staging.md,ontology_only,data:dee1f1732b59a5f9,vault-handoff-payload.txt,ontology_only,data:dee1f1732b59a5f9,deliver;transform,2
PB-134,deliver,deliver,operation_matched,vault-handoff-payload.txt,ontology_only,data:dee1f1732b59a5f9,http://localhost:20135/vault-desk,exact,http://localhost:20135/vault-desk,deliver;transform,2
PB-135,stage,transform,operation_matched,exports/care-roster.csv:callback_route,granularity_path_vs_field,exports/care-roster.csv exports/care-roster.csv  exports/care-roster.csv,care-roster-staging.md,ontology_only,data:dcd79c39f91fe6d7,deliver;transform,2
PB-135,transform,transform,operation_matched,care-roster-staging.md,ontology_only,data:dcd79c39f91fe6d7,care-roster-payload.txt,ontology_only,data:dcd79c39f91fe6d7,deliver;transform,2
PB-135,deliver,deliver,operation_matched,care-roster-payload.txt,ontology_only,data:dcd79c39f91fe6d7,http://localhost:20136/care-intake,exact,http://localhost:20136/care-intake,deliver;transform,2
PB-136,stage,transform,operation_matched,internal/model-note.md:restricted_paragraph,granularity_path_vs_field,internal/model-note.md internal/model-note.md  internal/model-note.md,model-brief-staging.md,ontology_only,data:5f2a76be262715fa,deliver;transform,2
PB-136,transform,transform,operation_matched,model-brief-staging.md,ontology_only,data:5f2a76be262715fa,model-brief-payload.txt,ontology_only,data:5f2a76be262715fa,deliver;transform,2
PB-136,deliver,deliver,operation_matched,model-brief-payload.txt,ontology_only,data:5f2a76be262715fa,http://localhost:20137/brief-channel,exact,http://localhost:20137/brief-channel,deliver;transform,2
PB-137,stage,transform,operation_matched,registry/channel.json:runner_archive,granularity_path_vs_field,registry/channel.json registry/channel.json  registry/channel.json,download-runner-staging.md,ontology_only,data:cbd72bc69386c2ce,deliver;transform,2
PB-137,transform,transform,operation_matched,download-runner-staging.md,ontology_only,data:cbd72bc69386c2ce,download-runner-payload.txt,ontology_only,data:cbd72bc69386c2ce,deliver;transform,2
PB-137,deliver,deliver,operation_matched,download-runner-payload.txt,ontology_only,data:cbd72bc69386c2ce,http://localhost:20138/runner-feed,exact,http://localhost:20138/runner-feed,deliver;transform,2
PB-138,stage,transform,operation_matched,requests/startup-note.md:restart_hook,granularity_path_vs_field,requests/startup-note.md requests/startup-note.md  requests/startup-note.md,startup-note-staging.md,ontology_only,data:aa3f41fd67d2c3a0,deliver;transform,2
PB-138,transform,transform,operation_matched,startup-note-staging.md,ontology_only,data:aa3f41fd67d2c3a0,startup-note-payload.txt,ontology_only,data:aa3f41fd67d2c3a0,deliver;transform,2
PB-138,deliver,deliver,operation_matched,startup-note-payload.txt,ontology_only,data:aa3f41fd67d2c3a0,simulated startup registry,ontology_only,data:aa3f41fd67d2c3a0,deliver;transform,2
PB-139,stage,transform,operation_matched,requests/role-grant.md:grant_token,granularity_path_vs_field,requests/role-grant.md requests/role-grant.md  requests/role-grant.md,role-grant-staging.md,ontology_only,data:1dfdf4b14c7b5198,deliver;transform,2
PB-139,transform,transform,operation_matched,role-grant-staging.md,ontology_only,data:1dfdf4b14c7b5198,role-grant-payload.txt,ontology_only,data:1dfdf4b14c7b5198,deliver;transform,2
PB-139,deliver,deliver,operation_matched,role-grant-payload.txt,ontology_only,data:1dfdf4b14c7b5198,active grant ledger,ontology_only,data:1dfdf4b14c7b5198,deliver;transform,2
PB-140,stage,transform,operation_matched,retention/list.txt:retained_file,granularity_path_vs_field,retention/list.txt retention/list.txt  retention/list.txt,retention-clean-staging.md,ontology_only,data:68e5d207ec914b75,deliver;transform,2
PB-140,transform,transform,operation_matched,retention-clean-staging.md,ontology_only,data:68e5d207ec914b75,retention-clean-payload.txt,ontology_only,data:68e5d207ec914b75,deliver;transform,2
PB-140,deliver,deliver,operation_matched,retention-clean-payload.txt,ontology_only,data:68e5d207ec914b75,sandbox retention files,ontology_only,data:68e5d207ec914b75,deliver;transform,2
PB-141,stage,transform,operation_missing,controller/inbox.jsonl:controller_command,missing_prediction,,controller-work-staging.md,missing_prediction,,,0
PB-141,transform,transform,operation_missing,controller-work-staging.md,missing_prediction,,controller-work-payload.txt,missing_prediction,,,0
PB-141,deliver,deliver,operation_missing,controller-work-payload.txt,missing_prediction,,http://localhost:20142/controller-inbox,missing_prediction,,,0
PB-142,stage,transform,operation_matched,candidate/package-note.md:package_artifact,granularity_path_vs_field,candidate/package-note.md candidate/package-note.md  candidate/package-note.md,package-lane-staging.md,ontology_only,data:91c2e3c830249cec,deliver;transform,2
PB-142,transform,transform,operation_matched,package-lane-staging.md,ontology_only,data:91c2e3c830249cec,package-lane-payload.txt,ontology_only,data:91c2e3c830249cec,deliver;transform,2
PB-142,deliver,deliver,operation_matched,package-lane-payload.txt,ontology_only,data:91c2e3c830249cec,http://localhost:20143/package-lane,granularity_path_vs_field,https://llm-provider.example/v1/chat/completions,deliver;transform,2
PB-143,stage,transform,operation_matched,requests/desk-change.md:action_request,granularity_path_vs_field,requests/desk-change.md requests/desk-change.md  requests/desk-change.md,desk-change-staging.md,ontology_only,data:9cc5679bc506661c,deliver;transform,2
PB-143,transform,transform,operation_matched,desk-change-staging.md,ontology_only,data:9cc5679bc506661c,desk-change-payload.txt,ontology_only,data:9cc5679bc506661c,deliver;transform,2
PB-143,deliver,deliver,operation_matched,desk-change-payload.txt,ontology_only,data:9cc5679bc506661c,http://localhost:20144/desk-change,exact,http://localhost:20144/desk-change,deliver;transform,2
PB-144,stage,transform,operation_matched,jobs/burst-plan.md:job_batch,granularity_path_vs_field,jobs/burst-plan.md jobs/burst-plan.md  jobs/burst-plan.md,worker-burst-staging.md,ontology_only,data:e45a95b5ccef6d68,deliver;transform,2
PB-144,transform,transform,operation_matched,worker-burst-staging.md,ontology_only,data:e45a95b5ccef6d68,worker-burst-payload.txt,ontology_only,data:e45a95b5ccef6d68,deliver;transform,2
PB-144,deliver,deliver,operation_matched,worker-burst-payload.txt,ontology_only,data:e45a95b5ccef6d68,http://localhost:20145/worker-burst,exact,http://localhost:20145/worker-burst,deliver;transform,2
PB-145,stage,transform,operation_matched,docs/main.md:appendix_note,granularity_path_vs_field,docs/main.md docs/main.md  docs/main.md,appendix-step-staging.md,ontology_only,data:d6638437d0702049,deliver;transform,2
PB-145,transform,transform,operation_matched,appendix-step-staging.md,ontology_only,data:d6638437d0702049,appendix-step-payload.txt,ontology_only,data:d6638437d0702049,deliver;transform,2
