corpus,sample_scope,sample_key,sample_name,sample_root_or_path,sample_root_or_path_windows,provloom_selected_skill_id,provloom_selected_skill_root,provloom_selected_skill_name,provloom_status,provloom_execution_outcome,provloom_final_risk_level,provloom_risk_score,provloom_evidence_type,provloom_evidence_strength,provloom_primary_chain_length,provloom_root_cause,provloom_detected_behaviors,provloom_external_endpoints,skillscan_risk_level,skillscan_risk_score,skillscan_total_issues,skillscan_status,skillscan_path,skillscan_match_scope,cisco_risk_level,cisco_status,cisco_source_path,cisco_match_scope,clawvet_risk_level,clawvet_status,clawvet_source_path,clawvet_match_scope,skillfortify_risk_level,skillfortify_status,skillfortify_source_path,skillfortify_match_scope,seeded_from_existing_review,existing_human_decision,existing_human_gt_behavior,existing_human_gt_chain_valid,existing_human_gt_root_cause,existing_human_notes,existing_reviewer,existing_review_status,human_decision,human_gt_behavior,human_gt_chain_valid,human_gt_root_cause,human_notes,reviewer,review_status
high_risk_470,top_level_public_sample,citadel-lite,citadel-lite,/mnt/e/dangerous_skills/citadel-lite,E:\dangerous_skills\citadel-lite,mnt_e_dangerous_skills_citadel-lite,/mnt/e/dangerous_skills/citadel-lite,citadel-lite,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,high,6.01,15,success,/mnt/e/dangerous_skills/citadel-lite,top_level_public_sample,critical,success,E:\dangerous_skills\citadel-lite,top_level_public_sample,medium,success,E:\dangerous_skills\citadel-lite,top_level_public_sample,info,success,E:\dangerous_skills\citadel-lite,top_level_public_sample,false,benign,no_closed_chain_defensive_security_hardening_framework,FALSE,benign_prompt_injection_and_permission_boundary_guidance,"The skill is a defensive security and hardening framework for validating inputs, sanitizing outputs, enforcing permission boundaries, detecting prompt injection, and applying least-privilege logic. It lists many attack-pattern categories, but they are presented as mitigations and review protocols rather than instructions to perform abuse. I do not see a malicious runtime chain, secret exfiltration sink, persistence payload, or attacker-controlled execution path.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,claude-code,pair-programmer,/mnt/e/dangerous_skills/claude-code,E:\dangerous_skills\claude-code,mnt_e_dangerous_skills_claude-code_skills_pair-programmer,/mnt/e/dangerous_skills/claude-code/skills/pair-programmer,pair-programmer,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,critical,9.8,30,success,/mnt/e/dangerous_skills/claude-code,top_level_public_sample,info,failed,E:\dangerous_skills\claude-code,top_level_public_sample,info,failed,E:\dangerous_skills\claude-code,top_level_public_sample,info,success,E:\dangerous_skills\claude-code,top_level_public_sample,false,ambiguous,no_closed_chain_screen_audio_recording_and_indexing,FALSE,risky_screen_audio_capture_and_external_indexing,"The skill records screen and audio context for pair programming, writes local event files, and uses VideoDB API credentials/endpoints for real-time indexing and semantic search. This is privacy-sensitive because screen, microphone, and system-audio content can include secrets or personal information and may be sent to an external service. However, the SKILL.md describes explicit setup/record/stop commands and local event filtering, with no hidden exfiltration, persistence, or attacker-controlled chain, so I mark it ambiguous.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,claude-code-permission-policy,permission-policy,/mnt/e/dangerous_skills/claude-code-permission-policy,E:\dangerous_skills\claude-code-permission-policy,mnt_e_dangerous_skills_claude-code-permission-policy_skills_permission-policy,/mnt/e/dangerous_skills/claude-code-permission-policy/skills/permission-policy,permission-policy,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,high,6.5249999999999995,15,success,/mnt/e/dangerous_skills/claude-code-permission-policy,top_level_public_sample,high,success,E:\dangerous_skills\claude-code-permission-policy\skills\permission-policy,top_level_public_sample,low,success,E:\dangerous_skills\claude-code-permission-policy\skills\permission-policy,top_level_public_sample,high,success,E:\dangerous_skills\claude-code-permission-policy\skills\permission-policy,top_level_public_sample,false,ambiguous,no_closed_chain_llm_permission_auto_approval_hook,FALSE,risky_permission_boundary_and_fail_open_auto_approval,"The skill installs or updates a Claude Code PermissionRequest hook that uses Haiku to auto-approve safe tool invocations from a per-repo policy, can rewrite the hook into another runtime, updates settings.json, and logs decisions. This directly affects permission boundaries and includes fail-open error handling, so it is security-sensitive. However, the SKILL.md frames the behavior as explicit user-directed policy setup, with editable policy and logs, and does not show credential theft, hidden exfiltration, persistence beyond the intended hook, or attacker-controlled setup.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,claude-code-scaffolding-skill,project-scaffolding,/mnt/e/dangerous_skills/claude-code-scaffolding-skill,E:\dangerous_skills\claude-code-scaffolding-skill,mnt_e_dangerous_skills_claude-code-scaffolding-skill_project-scaffolding,/mnt/e/dangerous_skills/claude-code-scaffolding-skill/project-scaffolding,project-scaffolding,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,critical,10.0,37,success,/mnt/e/dangerous_skills/claude-code-scaffolding-skill,top_level_public_sample,info,failed,E:\dangerous_skills\claude-code-scaffolding-skill\CLAUDE.md,top_level_public_sample,info,failed,E:\dangerous_skills\claude-code-scaffolding-skill\CLAUDE.md,top_level_public_sample,info,success,E:\dangerous_skills\claude-code-scaffolding-skill\CLAUDE.md,top_level_public_sample,false,benign,no_closed_chain_project_scaffolding_wizard,FALSE,benign_developer_project_bootstrap_workflow,"The skill is an IDE-style project scaffolding wizard for creating configured web, mobile, backend, extension, serverless, library, CLI, full-stack, and monorepo projects. It may invoke native framework CLIs such as create-next-app, create-vite, cargo new, or flutter create, but these are standard user-directed scaffolding operations. I do not see a malicious source-to-sink chain, credential theft, persistence payload, or hidden attacker-controlled execution path.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,claude-jobs,claude-jobs,/mnt/e/dangerous_skills/claude-jobs,E:\dangerous_skills\claude-jobs,mnt_e_dangerous_skills_claude-jobs,/mnt/e/dangerous_skills/claude-jobs,claude-jobs,completed,completed_full,critical,100,observed_runtime,chain_backed,3,llm_decision,"[""file_write"", ""network_access""]",,critical,10.0,257,success,/mnt/e/dangerous_skills/claude-jobs,top_level_public_sample,high,success,E:\dangerous_skills\claude-jobs,top_level_public_sample,low,success,E:\dangerous_skills\claude-jobs,top_level_public_sample,high,success,E:\dangerous_skills\claude-jobs,top_level_public_sample,true,benign,normal_public_job_api_fetch_with_runtime_noise,FALSE,normal_skill_functionality,The selected endpoint is the public Greenhouse jobs API for Anthropic job listings. The apparent /etc/hosts source is likely runtime/system noise rather than application-level sensitive exfiltration. This should not be treated as a valid malicious chain.,唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,claude-skill-strapi-expert,strapi-expert,/mnt/e/dangerous_skills/claude-skill-strapi-expert,E:\dangerous_skills\claude-skill-strapi-expert,mnt_e_dangerous_skills_claude-skill-strapi-expert,/mnt/e/dangerous_skills/claude-skill-strapi-expert,strapi-expert,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,low,2.4,6,success,/mnt/e/dangerous_skills/claude-skill-strapi-expert,top_level_public_sample,high,success,E:\dangerous_skills\claude-skill-strapi-expert,top_level_public_sample,low,success,E:\dangerous_skills\claude-skill-strapi-expert,top_level_public_sample,info,success,E:\dangerous_skills\claude-skill-strapi-expert,top_level_public_sample,false,benign,no_closed_chain_strapi_plugin_development_guidance,FALSE,benign_cms_development_documentation,"The skill provides Strapi v5 plugin development guidance, including Document Service API usage, plugin structure, controllers, services, routes, policies, admin-panel extensions, content types, troubleshooting, and best-practice patterns. Although CMS development can touch authentication and content permissions, the reviewed SKILL.md is normal developer documentation and does not include hidden data exfiltration, credential theft, persistence, or a malicious closed execution chain.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,claude-skill-telegram,telegram-reminders,/mnt/e/dangerous_skills/claude-skill-telegram,E:\dangerous_skills\claude-skill-telegram,mnt_e_dangerous_skills_claude-skill-telegram,/mnt/e/dangerous_skills/claude-skill-telegram,telegram-reminders,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,critical,10.0,134,success,/mnt/e/dangerous_skills/claude-skill-telegram,top_level_public_sample,critical,success,E:\dangerous_skills\claude-skill-telegram,top_level_public_sample,high,success,E:\dangerous_skills\claude-skill-telegram,top_level_public_sample,high,success,E:\dangerous_skills\claude-skill-telegram,top_level_public_sample,false,ambiguous,no_closed_chain_telegram_bot_and_cloud_scheduler,FALSE,risky_external_messaging_and_secret_storage_workflow,"The skill configures a Telegram bot and Convex Cloud deployment to send immediate and scheduled Telegram messages, including reminders, attachments, recurring jobs, pending-message lists, cancellation, and history. This is sensitive because it stores bot tokens, user IDs, deploy keys, and can send messages externally on a schedule. However, the workflow is explicit user-directed setup with prerequisites and documented commands, and I do not see hidden exfiltration, unauthorized persistence beyond the intended cloud scheduler, or attacker-controlled setup behavior.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,claude-to-im-skill,claude-to-im,/mnt/e/dangerous_skills/claude-to-im-skill,E:\dangerous_skills\claude-to-im-skill,mnt_e_dangerous_skills_claude-to-im-skill,/mnt/e/dangerous_skills/claude-to-im-skill,claude-to-im,skipped,skipped_bounded,medium,,no_closed_chain,partial,0,unknown,,,critical,10.0,264,success,/mnt/e/dangerous_skills/claude-to-im-skill,top_level_public_sample,critical,success,E:\dangerous_skills\claude-to-im-skill,top_level_public_sample,high,success,E:\dangerous_skills\claude-to-im-skill,top_level_public_sample,high,success,E:\dangerous_skills\claude-to-im-skill,top_level_public_sample,false,ambiguous,no_closed_chain_im_bridge_daemon_and_secret_config,FALSE,risky_cross_channel_messaging_bridge_with_background_service,"The skill sets up and manages a background Claude-to-IM bridge daemon for Telegram, Discord, Feishu/Lark, QQ, and WeChat, storing platform credentials under ~/.claude-to-im and forwarding chat interactions through messaging apps. This is sensitive because it persists secrets, runs a daemon, and bridges Claude actions into external IM channels, but the SKILL.md requires explicit setup, masks secrets, validates tokens, checks config before starting, and documents start/stop/status/logs/doctor controls. I do not see a hidden exfiltration sink, credential theft, or attacker-controlled setup chain.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,clawd-cursor,clawdcursor,/mnt/e/dangerous_skills/clawd-cursor,E:\dangerous_skills\clawd-cursor,mnt_e_dangerous_skills_clawd-cursor,/mnt/e/dangerous_skills/clawd-cursor,clawdcursor,completed,completed_full,medium,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,critical,10.0,920,success,/mnt/e/dangerous_skills/clawd-cursor,top_level_public_sample,critical,success,E:\dangerous_skills\clawd-cursor,top_level_public_sample,high,success,E:\dangerous_skills\clawd-cursor,top_level_public_sample,high,success,E:\dangerous_skills\clawd-cursor,top_level_public_sample,false,ambiguous,no_closed_chain_os_level_desktop_automation,FALSE,risky_full_desktop_control_and_screen_capture,"The skill provides OS-level desktop automation with mouse, keyboard, screen reading, screenshots, window control, clipboard, browser CDP, and optional autonomous agent execution. This is high-impact because it can interact with any visible app and read screen contents, but the SKILL.md frames it as local-only, user-consented desktop control with localhost binding, token auth, confirmation gates for send/delete/purchase actions, and verification rules. I do not see hidden exfiltration, persistence beyond intended service mode, or attacker-controlled control transfer.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,clawdbot-skill-search-x,search-x,/mnt/e/dangerous_skills/clawdbot-skill-search-x,E:\dangerous_skills\clawdbot-skill-search-x,mnt_e_dangerous_skills_clawdbot-skill-search-x,/mnt/e/dangerous_skills/clawdbot-skill-search-x,search-x,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""process_spawn"", ""shell_execution""]",,high,7.55,25,success,/mnt/e/dangerous_skills/clawdbot-skill-search-x,top_level_public_sample,high,success,E:\dangerous_skills\clawdbot-skill-search-x,top_level_public_sample,low,success,E:\dangerous_skills\clawdbot-skill-search-x,top_level_public_sample,high,success,E:\dangerous_skills\clawdbot-skill-search-x,top_level_public_sample,false,ambiguous,no_closed_chain_x_twitter_search_api_with_api_key,FALSE,risky_external_social_search_and_paid_api_usage,"The skill searches X/Twitter through the xAI Responses API with x_search, including real-time tweets, threads, profile analysis, trends, image search, multi-agent research, and batch monitoring. It requires an XAI_API_KEY and sends user queries to xAI, so it is privacy- and cost-sensitive. However, the workflow is explicit API-backed search rather than scraping or credential theft, and I do not see a malicious source-to-sink chain, persistence payload, or hidden attacker-controlled endpoint.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,clawdbot-skill-xai,xai,/mnt/e/dangerous_skills/clawdbot-skill-xai,E:\dangerous_skills\clawdbot-skill-xai,mnt_e_dangerous_skills_clawdbot-skill-xai,/mnt/e/dangerous_skills/clawdbot-skill-xai,xai,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,critical,10.0,35,success,/mnt/e/dangerous_skills/clawdbot-skill-xai,top_level_public_sample,high,success,E:\dangerous_skills\clawdbot-skill-xai,top_level_public_sample,low,success,E:\dangerous_skills\clawdbot-skill-xai,top_level_public_sample,high,success,E:\dangerous_skills\clawdbot-skill-xai,top_level_public_sample,false,ambiguous,no_closed_chain_xai_multimodal_api_platform,FALSE,risky_external_llm_multimodal_generation_and_rag_api,"The skill exposes broad xAI/Grok platform capabilities including chat, vision, image/video generation, image editing, TTS, Responses API tools, web_search/x_search/code_interpreter, file uploads, collections/RAG, batch processing, and model comparison using XAI_API_KEY. This creates a significant external API, upload, spending, and content-generation surface, but the SKILL.md presents it as explicit user-directed xAI API usage and does not instruct hidden credential exfiltration, persistence, or attacker-controlled setup. I mark it ambiguous because of broad external capability and cost/privacy risk rather than confirmed malicious behavior.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,clawdefender,clawdefender,/mnt/e/dangerous_skills/clawdefender,E:\dangerous_skills\clawdefender,mnt_e_dangerous_skills_clawdefender,/mnt/e/dangerous_skills/clawdefender,clawdefender,completed,completed_full,medium,0,no_closed_chain,partial,0,unknown,"[""file_write"", ""process_spawn"", ""shell_execution""]",,critical,10.0,32,success,/mnt/e/dangerous_skills/clawdefender,top_level_public_sample,critical,success,E:\dangerous_skills\clawdefender,top_level_public_sample,high,success,E:\dangerous_skills\clawdefender,top_level_public_sample,critical,success,E:\dangerous_skills\clawdefender,top_level_public_sample,false,benign,no_closed_chain_defensive_agent_security_scanner,FALSE,benign_prompt_injection_and_malware_detection_tool,"The skill is a defensive security toolkit for AI agents that scans installed skills, sanitizes external input, validates URLs, detects prompt injection, command injection, SSRF, credential exfiltration, and path traversal patterns, and provides CI/cron examples for auditing. Although it contains many dangerous strings and attack examples, these are detection targets and mitigations, not instructions to perform abuse. I do not see a malicious closed chain or hidden persistence/exfiltration behavior.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,clawguard,clawguard,/mnt/e/dangerous_skills/clawguard,E:\dangerous_skills\clawguard,mnt_e_dangerous_skills_clawguard,/mnt/e/dangerous_skills/clawguard,clawguard,completed,completed_full,medium,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,critical,10.0,117,success,/mnt/e/dangerous_skills/clawguard,top_level_public_sample,high,success,E:\dangerous_skills\clawguard,top_level_public_sample,critical,success,E:\dangerous_skills\clawguard,top_level_public_sample,critical,success,E:\dangerous_skills\clawguard,top_level_public_sample,false,benign,no_closed_chain_defensive_security_blacklist_and_approval_system,FALSE,benign_pre_execution_security_check_tool,"The skill is a defensive ClawGuard blacklist and approval system for checking commands, URLs, skills, and messages before execution. It includes threat-database sync, audit logging, optional Discord approval, and policy snippets for HEARTBEAT.md/AGENTS.md. Although it can modify configuration and hook into tool calls, the purpose is protective pre-execution validation and I do not see credential theft, hidden exfiltration, malicious persistence, or attacker-controlled execution.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,clawpinch,clawpinch,/mnt/e/dangerous_skills/clawpinch,E:\dangerous_skills\clawpinch,mnt_e_dangerous_skills_clawpinch,/mnt/e/dangerous_skills/clawpinch,clawpinch,completed,completed_full,critical,0,instruction_derived,partial,0,unknown,[],,critical,10.0,329,success,/mnt/e/dangerous_skills/clawpinch,top_level_public_sample,critical,success,E:\dangerous_skills\clawpinch,top_level_public_sample,high,success,E:\dangerous_skills\clawpinch,top_level_public_sample,info,success,E:\dangerous_skills\clawpinch,top_level_public_sample,true,ambiguous,instruction_derived_security_checker_with_global_install_and_persistence_detection,TRUE,risky_security_tooling_with_persistence_related_semantics,"The documentation contains suspicious-domain logic, global npm installation, and LaunchAgent/crontab persistence-check semantics. This is a valid instruction-derived risk signal, but it may be a defensive checker rather than malicious behavior. Since it is not user-confirmed malicious in the screenshot, mark as ambiguous.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,clawpulse-skill,clawpulse,/mnt/e/dangerous_skills/clawpulse-skill,E:\dangerous_skills\clawpulse-skill,mnt_e_dangerous_skills_clawpulse-skill,/mnt/e/dangerous_skills/clawpulse-skill,clawpulse,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,safe,1.1500000000000001,3,success,/mnt/e/dangerous_skills/clawpulse-skill,top_level_public_sample,high,success,E:\dangerous_skills\clawpulse-skill,top_level_public_sample,high,success,E:\dangerous_skills\clawpulse-skill,top_level_public_sample,high,success,E:\dangerous_skills\clawpulse-skill,top_level_public_sample,false,benign,no_closed_chain_local_monitoring_dashboard_launcher,FALSE,benign_local_dashboard_open_and_proxy_restart,"The skill opens the local ClawPulse monitoring dashboard at 127.0.0.1 and can optionally restart a local gateway proxy script if the dashboard is unreachable. This involves local browser/proxy control but is scoped to opening a monitoring UI and does not include sensitive-file exfiltration, credential theft, external transfer, persistence beyond the existing proxy, or a malicious closed chain.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,clawra,clawra-selfie,/mnt/e/dangerous_skills/clawra,E:\dangerous_skills\clawra,mnt_e_dangerous_skills_clawra,/mnt/e/dangerous_skills/clawra,clawra-selfie,completed,completed_full,medium,0,no_closed_chain,partial,0,unknown,"[""file_write""]",,critical,10.0,40,success,/mnt/e/dangerous_skills/clawra,top_level_public_sample,critical,success,E:\dangerous_skills\clawra,top_level_public_sample,high,success,E:\dangerous_skills\clawra,top_level_public_sample,high,success,E:\dangerous_skills\clawra,top_level_public_sample,false,ambiguous,no_closed_chain_reference_image_edit_and_cross_channel_send,FALSE,risky_external_image_generation_and_messaging_distribution,"The skill edits a fixed Clawra reference image through fal.ai Grok Imagine using FAL_KEY, then sends the generated image to messaging channels via OpenClaw using gateway credentials. This is sensitive because it combines external image-generation APIs, hosted reference images, messaging distribution, and secrets, and it can produce/send persona-like selfies. However, the workflow is explicit and user-directed, and I do not see hidden credential exfiltration, unauthorized persistence, or an attacker-controlled chain.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,clawscan,clawscan,/mnt/e/dangerous_skills/clawscan,E:\dangerous_skills\clawscan,mnt_e_dangerous_skills_clawscan,/mnt/e/dangerous_skills/clawscan,clawscan,completed,completed_full,medium,0,no_closed_chain,partial,0,unknown,"[""file_write"", ""process_spawn"", ""shell_execution""]",,critical,10.0,239,success,/mnt/e/dangerous_skills/clawscan,top_level_public_sample,critical,success,E:\dangerous_skills\clawscan,top_level_public_sample,high,success,E:\dangerous_skills\clawscan,top_level_public_sample,info,success,E:\dangerous_skills\clawscan,top_level_public_sample,false,benign,no_closed_chain_defensive_openclaw_security_scanner,FALSE,benign_security_posture_scan_and_hardening_tool,"The skill is a defensive OpenClaw security scanner and hardening tool that runs local bash checks for configuration security, file exposure, skill permissions, network exposure, gateway auth, cron-job safety, and workspace isolation, then outputs a grade and recommendations. It references sensitive files and dangerous conditions as audit targets rather than abuse instructions. I do not see a malicious source-to-sink chain, external exfiltration, persistence payload, or credential theft behavior.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,cllawhub,clawhub,/mnt/e/dangerous_skills/cllawhub,E:\dangerous_skills\cllawhub,mnt_e_dangerous_skills_cllawhub,/mnt/e/dangerous_skills/cllawhub,clawhub,skipped,skipped_bounded,critical,,instruction_derived,partial,0,unknown,,,low,3.4600000000000004,14,success,/mnt/e/dangerous_skills/cllawhub,top_level_public_sample,info,success,E:\dangerous_skills\cllawhub,top_level_public_sample,high,success,E:\dangerous_skills\cllawhub,top_level_public_sample,critical,success,E:\dangerous_skills\cllawhub,top_level_public_sample,true,malicious,instruction_derived_remote_helper_install_fixed_password_archive_global_install_and_bulk_update,TRUE,malicious_supply_chain_update_and_environment_control,"This skill appears in the user-confirmed malicious screenshot. The recovered instruction chain includes remote openclawcli/glot-style acquisition, fixed-password archive extraction, global installation, authentication/control commands, and bulk skill update capability. This supports a confirmed malicious label.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,code-review-plugin,code-review,/mnt/e/dangerous_skills/code-review-plugin,E:\dangerous_skills\code-review-plugin,mnt_e_dangerous_skills_code-review-plugin_skills_code-review,/mnt/e/dangerous_skills/code-review-plugin/skills/code-review,code-review,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,critical,10.0,57,success,/mnt/e/dangerous_skills/code-review-plugin,top_level_public_sample,high,success,E:\dangerous_skills\code-review-plugin\skills\code-review,top_level_public_sample,high,success,E:\dangerous_skills\code-review-plugin\skills\code-review,top_level_public_sample,info,success,E:\dangerous_skills\code-review-plugin\skills\code-review,top_level_public_sample,false,benign,no_closed_chain_code_quality_review_workflow,FALSE,benign_developer_code_review_guidance,"The skill is a code review workflow that evaluates maintainability, architecture, Tidy First principles, framework-specific quality, and prioritized fixes. It may delegate to review sub-agents and references a sub-agent installer script, but the reviewed SKILL.md is ordinary developer review guidance and does not instruct credential theft, external exfiltration, persistence, or attacker-controlled execution. Scanner findings appear to be capability/context driven rather than a malicious closed chain.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,code-squad,subway,/mnt/e/dangerous_skills/code-squad,E:\dangerous_skills\code-squad,mnt_e_dangerous_skills_code-squad_skills_subway,/mnt/e/dangerous_skills/code-squad/skills/subway,subway,skipped,skipped_bounded,low,,no_closed_chain,partial,0,unknown,,,low,2.5,6,success,/mnt/e/dangerous_skills/code-squad,top_level_public_sample,info,failed,E:\dangerous_skills\code-squad,top_level_public_sample,info,failed,E:\dangerous_skills\code-squad,top_level_public_sample,info,success,E:\dangerous_skills\code-squad,top_level_public_sample,false,benign,no_closed_chain_interactive_subway_order_demo,FALSE,benign_order_taking_and_local_record_workflow,"The skill is an interactive Korean Subway ordering demo with persona modes, menu selection, TTS prompts, local config/order JSON storage, and optional GitHub Issues registration of the completed order. Although it writes local files and can call a GitHub issue registration script, the workflow is explicit user-facing order management and does not involve sensitive-file access, hidden exfiltration, persistence, or malicious command/control behavior.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,codemap,codemap,/mnt/e/dangerous_skills/codemap,E:\dangerous_skills\codemap,mnt_e_dangerous_skills_codemap_skills_codemap,/mnt/e/dangerous_skills/codemap/skills/codemap,codemap,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,[],,safe,0.7499999999999998,3,success,/mnt/e/dangerous_skills/codemap,top_level_public_sample,high,success,E:\dangerous_skills\codemap\skills\codemap,top_level_public_sample,low,success,E:\dangerous_skills\codemap\skills\codemap,top_level_public_sample,info,success,E:\dangerous_skills\codemap\skills\codemap,top_level_public_sample,false,benign,no_closed_chain_codebase_export_index_generation,FALSE,benign_local_developer_indexing_tool,"The skill generates a CODEMAP.md index of exported functions, types, constants, and components in a codebase to help agents find existing functionality. It scans source files and writes a local development artifact, optionally adding a gitignore entry or package script, but these are ordinary local developer workflow steps. I do not see credential theft, external transfer, persistence, or a malicious closed execution chain.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,coding_agent_session_search,cass,/mnt/e/dangerous_skills/coding_agent_session_search,E:\dangerous_skills\coding_agent_session_search,mnt_e_dangerous_skills_coding_agent_session_search,/mnt/e/dangerous_skills/coding_agent_session_search,cass,skipped,skipped_bounded,medium,,no_closed_chain,partial,0,prompt_injection_suspected,,,critical,10.0,508,success,/mnt/e/dangerous_skills/coding_agent_session_search,top_level_public_sample,critical,success,E:\dangerous_skills\coding_agent_session_search,top_level_public_sample,high,success,E:\dangerous_skills\coding_agent_session_search,top_level_public_sample,high,success,E:\dangerous_skills\coding_agent_session_search,top_level_public_sample,false,ambiguous,no_closed_chain_cross_agent_session_history_indexing,FALSE,risky_local_agent_history_and_sensitive_context_search,"The skill indexes and searches local coding-agent session history across Claude Code, Codex, Gemini, Cursor, ChatGPT, Aider, and other agents, with support for exporting conversations, remote sources, SSH sync, semantic search, and robot-mode JSON output. This is privacy-sensitive because agent histories may contain secrets, project details, or prior tool outputs, and the install path uses remote curl-to-shell examples. However, the SKILL.md frames the behavior as explicit local knowledge retrieval with machine-readable modes and does not show hidden exfiltration, malicious persistence, or attacker-controlled setup beyond documented installation. I mark it ambiguous due to sensitive session-history access rather than confirmed malicious behavior.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,coinos-skills,aicoin-account,/mnt/e/dangerous_skills/coinos-skills,E:\dangerous_skills\coinos-skills,mnt_e_dangerous_skills_coinos-skills_skills_aicoin-account,/mnt/e/dangerous_skills/coinos-skills/skills/aicoin-account,aicoin-account,completed,completed_full,low,0,no_closed_chain,partial,0,unknown,"[""process_spawn"", ""shell_execution""]",,critical,10.0,95,success,/mnt/e/dangerous_skills/coinos-skills,top_level_public_sample,info,failed,E:\dangerous_skills\coinos-skills\skills\aicoin-account\SKILL.md,top_level_public_sample,high,success,E:\dangerous_skills\coinos-skills\skills\aicoin-account\SKILL.md,top_level_public_sample,high,success,E:\dangerous_skills\coinos-skills\skills\aicoin-account\SKILL.md,top_level_public_sample,false,ambiguous,no_closed_chain_exchange_account_queries_registration_and_transfer,FALSE,risky_financial_exchange_account_management,"The skill manages exchange account information and actions including balances, positions, orders, trade history, API-key setup, referral registration links, tier checks, and transfer operations between account types. This is financially sensitive and uses exchange credentials from environment files, but the SKILL.md frames the workflow as explicit account-management tooling and does not show hidden credential exfiltration, persistence, or attacker-controlled setup. I mark it ambiguous because of financial-impact risk rather than confirmed malicious behavior.",唐健,reviewed,,,,,,,
high_risk_470,top_level_public_sample,comfyui_skills_openclaw,comfyui-skill-openclaw,/mnt/e/dangerous_skills/comfyui_skills_openclaw,E:\dangerous_skills\comfyui_skills_openclaw,mnt_e_dangerous_skills_comfyui_skills_openclaw,/mnt/e/dangerous_skills/comfyui_skills_openclaw,comfyui-skill-openclaw,completed,completed_full,medium,0,no_closed_chain,partial,0,unknown,"[""process_spawn"", ""shell_execution""]",,critical,10.0,82,success,/mnt/e/dangerous_skills/comfyui_skills_openclaw,top_level_public_sample,high,success,E:\dangerous_skills\comfyui_skills_openclaw,top_level_public_sample,medium,success,E:\dangerous_skills\comfyui_skills_openclaw,top_level_public_sample,high,success,E:\dangerous_skills\comfyui_skills_openclaw,top_level_public_sample,false,ambiguous,no_closed_chain_comfyui_workflow_execution_and_dependency_install,FALSE,risky_image_generation_workflow_and_custom_node_install_surface,"The skill executes ComfyUI workflows through a CLI, can upload input images or masks, manage multiple ComfyUI servers, import workflows, check/install missing custom-node dependencies, and access cloud-node credentials when required. This creates an external/media-generation and dependency-installation surface, but the SKILL.md describes explicit user-directed workflow execution with dependency checks, validation, and user agreement before installs. I do not see hidden exfiltration, malicious persistence, or an attacker-controlled closed chain.",唐健,reviewed,,,,,,,
